Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
3084,-0.309895824,0.036951178,1.173025198,-1.191504214,-0.170878891,-0.459642421,-2.355572029,-2.252088477,1.937008113,-0.927617581,-0.383152649,0.886319766,-0.514434982,0.086281848,1.298618467,-1.310757825,0.899042012,-0.383799573,0.999275976,-0.602384629,2.41785425,-0.334626889,-1.767487728,0.234001085,0.320879359,0.283767104,0.396261531,0.290679727,19.9,0
3086,0.830779208,-0.639287687,-0.472481143,0.173182084,-0.438581373,-1.02590075,0.583000207,-0.26178168,-0.306361239,0.004157209,1.316625872,0.40728813,-0.87065636,0.895535214,0.180708337,0.174878179,-0.355154359,-0.044426267,0.341276534,0.352961519,0.13431672,-0.193578517,-0.292414901,0.413175055,0.407139585,1.030853054,-0.166864287,0.019429347,239.4,0
3086,-0.30252069,0.447473606,-0.495757488,-3.214799282,2.705041053,2.762439585,0.593846555,0.556451026,0.697719596,-1.090180906,-0.111087964,0.062652347,-0.238457031,0.215738139,1.069355893,-0.255230525,-1.072084985,0.485110432,0.271314885,0.156089011,0.007342803,0.250885695,-0.331599689,1.00995228,0.23373018,-0.824470557,0.241305213,-0.020358638,1,0
3087,-0.589874888,0.843842019,1.627160593,0.835992016,0.070095732,0.471241159,0.260609081,0.107068128,0.225173607,-0.163132136,-1.64441953,0.22639357,1.022838082,-0.621299238,0.181045647,-0.243605975,-0.344921742,0.459456763,0.921299152,0.226800673,0.115406982,0.688220394,-0.349234229,-0.517548369,0.115338815,-0.125213622,0.308157864,0.219196315,30.33,0
3088,-0.30252069,0.447473606,-0.495757488,-3.214799282,2.705041053,2.762439585,0.593846555,0.556451026,0.697719596,-1.090180906,-0.111087964,0.062652347,-0.238457031,0.215738139,1.069355893,-0.255230525,-1.072084985,0.485110432,0.271314885,0.156089011,0.007342803,0.250885695,-0.331599689,1.00995228,0.23373018,-0.824470557,0.241305213,-0.020358638,1,0
3090,-0.997330938,0.040239783,1.942635829,-0.625598423,-0.249134477,-0.662368973,0.307701773,0.060637532,0.363064971,-0.803070681,-0.802563797,0.572484947,0.791608487,-0.681984978,-0.584240556,0.111674132,-0.323672244,-0.297222782,-0.406767643,0.354144137,0.172737967,0.576809409,0.015422894,0.50129632,-0.088208469,0.984638784,0.261655726,0.19392941,77.72,0
3090,-0.30252069,0.447473606,-0.495757488,-3.214799282,2.705041053,2.762439585,0.593846555,0.556451026,0.697719596,-1.090180906,-0.111087964,0.062652347,-0.238457031,0.215738139,1.069355893,-0.255230525,-1.072084985,0.485110432,0.271314885,0.156089011,0.007342803,0.250885695,-0.331599689,1.00995228,0.23373018,-0.824470557,0.241305213,-0.020358638,1,0
3092,-0.806342308,0.226673135,1.918478209,0.877424109,-0.146858167,0.875285679,0.199562502,0.275632889,0.506716559,0.239634455,0.45086702,-0.427840061,-2.104783348,0.006287218,0.050952227,-0.452844071,-0.031251095,0.635649109,0.641734192,0.069232784,0.142998591,0.830459451,-0.110960871,-0.320258743,-0.161144298,-0.166050433,0.16614295,-0.02845227,69.64,0
3092,-0.768678105,0.825054393,-0.694126165,-3.298491325,2.600524136,2.908058625,0.309915149,-0.213293232,0.954486631,-0.712577631,-0.097717591,0.13332459,-0.262332105,0.173120775,1.066290413,-0.271470896,-1.016941022,0.483746701,0.224515609,0.12623654,0.743052264,-0.031905099,-0.203091522,0.990945991,0.304558572,-0.813822087,0.379557927,0.048122333,1,0
3093,0.986390551,-0.711392861,1.031472901,0.259056152,-1.341534957,-0.416233814,-0.53146511,0.011420607,1.07543276,-0.444970061,-0.645873481,0.469118435,0.108709321,-0.426014332,0.309504702,0.178170528,-0.073916456,-0.366531902,0.195674307,0.181173565,-0.045849477,-0.209548898,-0.045508395,0.475271631,0.069648877,0.97737102,-0.056607301,0.037271787,128.26,0
3094,-0.612025728,0.938788279,1.354406648,0.95505924,-0.523281372,0.191453514,1.018193738,-0.042082317,-0.317348848,-0.094602923,-0.415341445,-0.631570758,-1.089786407,0.411002498,1.517723553,-0.252553148,0.038533197,-0.41248785,0.129544974,-0.226131917,-0.146280705,-0.411535502,0.209931898,0.005352932,-0.776464078,-0.667928154,0.019673943,0.116948613,130.2,0
3094,-0.30252069,0.447473606,-0.495757488,-3.214799282,2.705041053,2.762439585,0.593846555,0.556451026,0.697719596,-1.090180906,-0.111087964,0.062652347,-0.238457031,0.215738139,1.069355893,-0.255230525,-1.072084985,0.485110432,0.271314885,0.156089011,0.007342803,0.250885695,-0.331599689,1.00995228,0.23373018,-0.824470557,0.241305213,-0.020358638,1,0
3096,-0.30252069,0.447473606,-0.495757488,-3.214799282,2.705041053,2.762439585,0.593846555,0.556451026,0.697719596,-1.090180906,-0.111087964,0.062652347,-0.238457031,0.215738139,1.069355893,-0.255230525,-1.072084985,0.485110432,0.271314885,0.156089011,0.007342803,0.250885695,-0.331599689,1.00995228,0.23373018,-0.824470557,0.241305213,-0.020358638,1,0
3096,-0.249963858,-0.371521414,1.410132495,-1.126918826,-1.219167428,0.878292678,-0.493258451,0.146646295,-0.784497348,0.740513256,0.297642265,-0.476349187,0.878356324,-0.731042266,0.815983121,1.943135864,-0.565119899,0.430805633,1.565582514,0.147753002,0.499964928,1.472649896,-0.040343579,-0.785060942,-0.361565677,-0.005049487,-0.075794216,0.026576262,119,0
3098,-0.561701301,0.690610475,0.35570753,-0.14792055,-0.105163209,-0.480061885,0.272704192,0.181235364,-0.535505872,-0.450621282,-1.023927011,0.477244353,1.709469301,0.083852065,1.094890904,0.28375801,-0.34238587,-0.008685191,0.999567361,-0.01378357,0.077869287,0.250102483,0.197165461,-0.353478148,-0.287779927,1.069804763,-0.206900099,-0.085662216,50,0
3098,-0.30252069,0.447473606,-0.495757488,-3.214799282,2.705041053,2.762439585,0.593846555,0.556451026,0.697719596,-1.090180906,-0.111087964,0.062652347,-0.238457031,0.215738139,1.069355893,-0.255230525,-1.072084985,0.485110432,0.271314885,0.156089011,0.007342803,0.250885695,-0.331599689,1.00995228,0.23373018,-0.824470557,0.241305213,-0.020358638,1,0
3100,-0.30252069,0.447473606,-0.495757488,-3.214799282,2.705041053,2.762439585,0.593846555,0.556451026,0.697719596,-1.090180906,-0.111087964,0.062652347,-0.238457031,0.215738139,1.069355893,-0.255230525,-1.072084985,0.485110432,0.271314885,0.156089011,0.007342803,0.250885695,-0.331599689,1.00995228,0.23373018,-0.824470557,0.241305213,-0.020358638,1,0
3102,1.232389947,0.1220102,0.157351664,0.261905527,0.158523154,0.27302215,-0.143169114,0.13866432,-0.146804649,0.06312525,0.947675129,0.817929828,0.25709315,0.434193303,0.654575703,0.452537393,-0.690387203,-0.214030824,0.124559646,-0.093450672,-0.233617964,-0.677894355,0.052511288,-0.816368942,0.221552951,0.158446154,-0.018117842,-0.003167996,1.79,0
3102,-0.912540635,0.926385126,1.894614105,0.55221895,0.097419819,-0.165987937,0.981897496,-0.31922606,-0.242966967,0.048402735,1.226936901,1.209262321,0.442707243,-0.362717146,-1.173774577,-0.489140518,-0.362765521,-0.070495077,0.478121908,-0.106438134,-0.071637399,0.072628435,-0.27652811,0.555550061,-0.022486245,-0.599783275,-0.382395946,-0.116393565,50.58,0
3102,1.374526095,-0.276224725,-1.618252554,-2.050732797,1.992834169,2.783483377,-0.404154738,0.664086485,0.908885125,-0.862545653,0.075283868,0.437873281,-0.033413505,0.581933836,1.755131915,-0.331421072,-0.681107278,0.420493163,0.903587445,-0.000828412,-0.011326007,-0.034132456,-0.17790964,1.026454007,0.962913662,-0.585949901,0.042339154,0.011028035,1,0
3103,0.196913502,-2.239394574,0.271543567,-1.024651841,-1.415464776,0.530326702,-0.297932022,0.258209466,1.616697298,-1.264066877,1.70488826,1.452805833,-0.245910721,0.178025495,1.203550879,-0.707025063,0.258768317,-0.100009094,0.06174434,0.844035571,0.511655629,0.650346339,-0.479905159,-0.179995971,0.105751671,0.160350085,-0.023560657,0.090349076,491.98,0
3105,-1.043455767,0.965423498,2.036788389,1.429330174,0.534604692,0.683883075,-0.217858254,-0.567747788,-0.244811209,0.068588834,-1.976885538,0.039960158,0.785375926,-0.752315412,-1.014065127,1.027254735,-1.030831202,0.121519577,-1.060263157,-0.385762497,0.734568724,-0.206837511,-0.149232831,-0.581133885,-0.317830693,-0.213621383,0.106754189,0.165255066,0,0
3105,1.235560555,-0.355878426,-0.43004628,-0.500625761,1.468464519,3.712711981,-1.148487493,1.006037576,0.44976946,-0.04517235,-0.153399218,0.044143308,0.210671657,0.033033733,1.600521558,1.024823414,-1.108092496,0.595049676,-0.096835694,0.074590368,0.02858758,-0.059220856,-0.023264004,1.033991242,0.345451838,0.364364433,0.008946479,0.025317949,20.33,0
3105,-0.521761623,0.626184012,-0.59923896,-3.271826534,2.656584731,2.747354831,0.584885138,0.567660848,0.88721819,-0.782958243,-0.088837491,0.071575566,-0.23922246,0.145695679,1.083647615,-0.276754674,-1.080736187,0.469258598,0.240659708,0.286653285,-0.021663684,0.228997016,-0.319731021,1.00575856,0.285071887,-0.819992074,0.34615588,0.039701526,1,0
3105,1.337864119,-0.624672056,1.211881178,-0.313547649,-1.640600602,-0.80745059,-0.916989761,-0.130742673,-0.30106259,0.443129588,-0.01812638,0.393957698,1.187303754,-0.930908129,-0.374747005,0.63318229,0.660230499,-1.554498097,0.450450534,0.103810226,0.315618673,1.119866159,-0.092544607,1.013592201,0.566385317,-0.039432241,0.050658286,0.026060154,4.64,0
3106,-0.228551459,0.99481839,1.364772152,0.384911184,0.275508384,-0.459349674,0.74303939,-0.050884219,-0.45796924,-0.449592614,-0.973818077,-0.278701888,-0.055133513,0.217342976,0.881033667,0.304657331,-0.656895636,0.021063456,0.053549468,-0.063748957,-0.191336853,-0.61475861,-0.095959001,-0.201790593,0.000458418,-0.637630009,0.046548253,0.030200244,9.99,0
3107,-3.009602555,0.485146281,0.36874196,2.692699312,-0.137167374,-0.778953413,0.025673416,0.478560759,-1.00042855,0.808112098,-0.997866684,-0.637161915,-0.787373553,0.796468086,0.804631453,0.690311169,-0.090872684,-0.082381962,0.074129774,-1.263844124,-0.227999296,-0.240958433,0.825460596,0.352441521,-0.406581929,-0.208159846,-0.744610102,0.332029063,44.57,0
3107,-0.30252069,0.447473606,-0.495757488,-3.214799282,2.705041053,2.762439585,0.593846555,0.556451026,0.697719596,-1.090180906,-0.111087964,0.062652347,-0.238457031,0.215738139,1.069355893,-0.255230525,-1.072084985,0.485110432,0.271314885,0.156089011,0.007342803,0.250885695,-0.331599689,1.00995228,0.23373018,-0.824470557,0.241305213,-0.020358638,1,0
3107,1.298612621,-0.166271654,0.182399293,-1.336234363,-0.87464967,-1.749993013,0.096529783,-0.348083709,1.140601116,-1.040789722,0.248298909,0.762112185,-0.039630699,0.403917292,1.614443538,-0.631714396,0.010361985,-0.458762243,0.703565636,-0.085625047,-0.159846791,-0.375362629,0.065241062,0.733830672,0.400751539,-0.200426568,-0.005393621,0.018316637,9.57,0
3108,-2.566384343,-2.058040097,1.356938835,-0.741093705,-0.066437791,0.602383745,0.900716381,-0.136876378,1.083486211,-0.755587705,-1.484508422,-0.476526365,-0.355483063,-0.808512448,0.224094121,0.511067753,-0.595735298,-0.381372101,-0.379131678,-0.135980108,-0.30032002,-0.215914436,-0.205009091,-0.80747176,-0.065340134,0.931255012,0.452635077,-0.31405996,500,0
3110,-0.450131951,0.468356025,1.323288554,-1.42354769,0.03294682,-0.169764468,0.21838365,0.349357045,0.088513845,-0.487360376,0.917005569,-0.120590369,-1.51547907,0.416865667,0.254081987,0.717821357,-0.700043334,-0.038699039,-0.695590662,-0.091860014,-0.064549634,-0.214800552,-0.030035281,-0.307491279,-0.362854796,0.760349719,0.178478314,0.047415001,1.54,0
3110,1.116050252,0.354819024,-0.014955648,2.15459652,0.674664462,0.711815449,0.197260012,0.062514626,-0.746145944,0.600869479,-1.47406271,-0.282504437,0.558450781,0.226323426,0.835761765,0.811834151,-0.86634441,-0.476965046,-0.778633084,0.016343738,-0.217849043,-0.793077731,-0.111015409,-1.364367668,0.436061212,-0.089670643,-0.008446985,0.020286499,71.45,0
3110,1.127467017,0.084612157,0.373940047,1.48049368,-0.419967692,-0.644997717,0.164950931,-0.133932378,0.370751256,-0.084311408,-0.852660494,0.161003651,-0.635880302,0.152600224,-0.281794238,-0.398669371,0.015010406,-0.453654504,-0.01705726,-0.107668234,-0.110682893,-0.237371315,-0.122424536,0.388305342,0.703430036,-0.344837273,0.012036507,0.025504474,50.03,0
3111,-0.017999766,-2.253998253,0.601939079,0.822544944,-1.86675709,-0.319242002,0.265220092,-0.196873284,0.928233403,-0.778757067,-0.289064906,1.346128953,1.226409565,-0.632742587,-0.379457735,-0.189139138,0.213319563,-0.764568373,0.135059132,1.261260147,0.179990432,-0.584407041,-0.444405405,0.863356487,-0.096089504,0.851263283,-0.14355829,0.129116438,633.49,0
3111,1.404033465,-0.583486833,0.377851147,-0.626462396,-1.214537012,-1.113862132,-0.611577427,-0.136256577,-0.530808939,0.682156454,-0.543624256,-1.504502036,-1.529005736,0.191254141,0.910251635,1.184825559,0.351942437,-1.172238845,0.527633673,-0.030246637,0.128734307,0.207216781,-0.027507622,0.371180999,0.438655064,-0.202819373,-0.007738913,0.012888803,15,0
3111,-1.176573074,-0.869236751,2.366839991,-1.894830829,-0.301396358,-0.930468729,-0.494827047,0.117774988,-1.076538791,-0.263170444,-0.07292655,0.280638425,1.123822746,-0.444681667,0.809912175,-1.082536765,-0.116593155,0.598903454,-1.945640812,-0.155471886,-0.182280901,-0.372664815,0.272804548,0.42873972,-0.467486077,1.067168569,-0.012176565,0.11448958,51.76,0
3111,-1.415097251,0.370428483,0.751164284,-1.131701802,-1.114302954,-0.636017006,1.392411019,0.331320591,-0.763297024,-1.01483868,1.285936032,0.869957356,0.016197857,0.626019573,-0.448718456,0.718762252,-0.611631877,-0.02679092,-0.412687586,0.52300674,0.092916162,-0.339968017,0.665109832,0.529558077,-0.238230794,0.619050605,0.021733487,0.122746655,279.9,0
3113,-0.810678135,0.813069225,2.631536968,0.706490489,-0.171555452,0.513207094,0.248416291,0.084255443,-0.045904609,0.143382246,0.855191989,0.697237585,0.398624207,-0.463166535,0.171214353,0.052995176,-0.599398974,0.816008147,0.931853073,0.293079116,-0.018094903,0.303059693,-0.358700133,0.023951159,0.268526964,-0.302014902,0.080237882,-0.082109075,23.67,0
3113,1.048210003,0.065832468,0.352576561,1.435181345,-0.143466461,-0.141364532,0.196750083,-0.071180984,0.17624687,-0.17378011,-0.414516717,0.909708092,0.589660103,-0.061805824,-0.164228891,-0.748449415,0.224823141,-1.052890002,-0.391858977,-0.021330524,-0.056928415,-0.030235119,-0.123895904,0.117414719,0.664990554,-0.321652849,0.033067418,0.028118639,69,0
3118,-1.01109197,-0.657037906,1.136413222,-2.806315158,-0.649333353,-1.142587822,0.646173191,-0.560092488,2.44585007,-1.593874129,-0.368920328,1.107619021,0.831216686,-0.82375105,0.862756371,-0.753173297,-0.578161521,0.34992867,0.444468746,-0.601267638,0.155092515,1.455869563,0.417193702,0.469641688,-0.692511326,-1.023866136,0.042332175,-0.134032894,93.14,0
3120,1.189641261,0.034085035,0.663704773,0.215393229,-0.797305631,-1.216025754,0.025329315,-0.247025726,0.144090567,-0.223990883,0.206065007,0.711326921,0.661388927,0.125739463,1.085112083,0.243203975,-0.27358606,-0.798063007,-0.049504849,0.016493496,-0.276781542,-0.868993327,0.20653806,0.747662472,-0.00017941,0.448633711,-0.060855352,0.024950978,35.7,0
3120,1.248387168,-0.091205861,0.303811404,-0.104753038,-0.526679304,-0.707098854,-0.163463034,-0.041176969,0.399963613,-0.206573782,-0.169018589,-0.240755643,-0.925811814,0.465588971,1.499285913,0.011356943,0.03239677,-0.822383751,-0.281580696,-0.158506918,-0.091895014,-0.269220451,0.084743135,0.11946054,0.132489125,0.992820783,-0.074608128,-0.001263596,6.07,0
3121,1.292088792,0.236557236,0.071133961,0.320281719,0.282771951,0.086503045,0.016469017,-0.047239443,-0.011876803,-0.131951522,-0.777233333,0.549584596,1.294434503,0.042643539,1.269230282,0.272527291,-0.566297572,-0.755489868,-0.093910507,-0.040990912,-0.288744369,-0.752383384,0.029499499,-0.942518388,0.310272807,0.185592408,-0.008402142,0.006751946,0.89,0
3121,-0.549589616,0.682196934,-0.917987308,-1.720075789,1.311642641,4.435020893,-2.676190293,-4.329369076,-0.478737032,-1.6253446,-0.253054991,0.473665662,-0.430330996,1.000762048,0.857024666,1.520341869,-0.927682417,0.012869743,-0.803786684,1.287889277,-2.794800039,-0.300783511,0.082431994,1.007881523,0.666362662,0.730065998,-0.096803214,0.121535658,92.39,0
3122,-0.319130381,0.609766174,0.627881383,-2.421354247,0.772905117,-0.518734221,1.026501558,-0.20492873,0.697525025,-0.970700312,0.264529168,0.374607049,-0.384998287,0.263655497,0.300080371,-0.030701916,-1.22896259,0.953870119,0.630054621,0.060544827,0.032087933,0.428637719,-0.449300402,-0.84002011,0.189073844,-0.783550567,0.231636785,-0.036315397,1,0
3122,-0.299087262,0.695751479,0.752336803,-2.231759777,0.587438381,-1.022936271,1.161317423,-0.393877779,0.879290209,-1.150787933,-1.077912588,-0.011019945,0.008064296,0.013948394,0.936366018,-0.340092957,-0.879698664,0.306418818,0.214247481,0.06226367,0.006193786,0.406636449,-0.400640815,-0.447701489,0.187723787,-0.787686894,0.238277673,-0.022020284,1,0
3123,-0.006170229,-2.428659847,-0.422698799,0.219262057,-1.240851302,-0.070823051,0.572864818,-0.169447661,-1.50259066,0.538990086,1.555462469,0.887273274,0.506656175,0.608405025,0.405334142,-1.298549513,-0.032852079,0.617010476,-0.94573541,0.853068571,-0.375352736,-2.205352395,-0.231532827,-0.028084315,-0.384013098,-0.081452686,-0.139365974,0.125646157,679,0
3123,1.337187415,-0.316711625,-0.077234737,-0.55521486,-0.709169041,-1.542900957,0.142798898,-0.529407603,-1.405953892,0.620762104,0.318732132,0.286242351,1.559880485,-0.15145991,0.240680371,0.567156134,0.443135049,-1.881724401,0.48704935,0.243867227,0.257119919,0.642777787,-0.182896263,0.797507832,0.782600268,-0.114954693,-0.027391277,0.016479962,60,0
3125,-1.520062761,1.447098951,1.902491809,-0.269102788,-0.241576266,0.056038545,0.221126177,0.3052338,-0.50909488,0.087234358,1.75367249,1.240049831,0.890005606,-0.005200091,0.471737004,0.053777668,-0.324929064,-0.101890851,-0.235451393,0.088616455,0.181656438,0.488270916,-0.22343466,0.270550001,0.162424611,0.315639068,-0.556935184,-0.164739398,1.79,0
3125,-0.748194545,1.35331599,0.899336282,0.054792013,-0.06677368,-0.524542764,0.384071628,0.44077911,-0.698699956,-0.816819982,0.00423454,0.605480461,0.994669918,-0.24912066,1.016316204,0.175987105,0.406681487,-0.645593843,-0.463739293,0.059931354,-0.175060769,-0.518743735,0.096494316,0.04283338,-0.174730119,0.100737182,0.136884189,0.034846048,19.27,0
3126,1.017152415,-0.572347132,1.058118086,0.318101024,-1.169184533,-0.31546594,-0.420006989,-0.054178531,0.974583536,-0.541592738,-0.545385501,1.349402398,1.438829643,-0.820387408,-0.448844496,-0.174938931,0.065194981,-0.796185521,0.423423042,0.220931777,-0.155981494,-0.347511934,-0.025914249,0.517160403,0.148133802,0.926493301,-0.043376957,0.035135191,109.63,0
3133,-0.330183275,0.669646968,0.661791967,-2.324535484,0.888826056,-0.448128058,1.105005916,-0.265531282,0.831085862,-1.20551771,-0.943337292,0.215468081,0.387103157,-0.041298477,1.159985714,-0.601076637,-0.683281652,-0.13324774,-0.083552776,0.059606507,0.027065325,0.520477044,-0.396243319,-0.916325378,0.149731806,-0.748850355,0.25695743,-0.026334997,1,0
3133,-1.908311083,-0.795195833,2.050385042,3.229057987,1.068375342,-0.698379384,-0.355069437,-0.022614957,-0.967309313,1.55037133,1.293555016,-0.245480668,-0.945078376,0.349254666,0.941768235,0.281464969,-0.321090263,0.654041766,1.008068004,0.069281633,-0.096622205,0.024727671,-0.143417226,0.537470143,-0.628552932,0.02560313,0.370611902,-0.09026664,144.38,0
3135,-1.052608667,1.737144381,-0.175157462,0.350720699,0.666017443,0.56120547,0.505432781,-0.331191263,0.502989743,1.285294762,-1.338303118,0.037933154,1.130314021,-0.358488188,1.340914548,-0.230970484,-0.663960918,-0.099935009,0.455214209,-0.020731082,0.223370356,0.335882638,0.063113404,-1.32466634,-1.007670161,-0.587592104,-1.017183148,0.212021106,12.79,0
3136,-0.381973524,0.646110847,1.217325563,-1.947167329,-0.080116738,-1.716498831,1.110542869,-0.405172937,0.968280479,-1.119737808,-0.225761508,-0.219528742,-1.31125877,0.305798452,0.97350734,-0.627651931,-0.392307913,0.063023137,-0.217457301,-0.046952905,0.069994387,0.529920605,-0.243193704,0.688950648,-0.005539368,-0.856218521,0.232514714,-0.012596911,1,0
3136,-0.331297458,0.716454568,1.642570548,-1.143114429,0.058164218,-0.773135524,0.886179198,-0.328087764,0.020467596,-0.8475236,1.639071291,0.942352207,0.178931674,0.338428609,1.269917831,-1.055658027,-0.133293205,0.704875435,2.016684403,0.196766324,0.104124266,0.589488095,-0.490664897,0.37121321,0.538116946,-0.467555346,-0.056848985,-0.157536419,1,0
3136,1.216198412,0.08601352,0.214905567,0.714628808,-0.373390542,-0.761149652,0.09721231,-0.090298288,0.296224248,-0.127168523,-0.21356138,-0.040365238,-1.1852646,0.443382122,0.39466004,-0.669335433,0.443379664,-1.06402362,-0.3450367,-0.239189168,-0.031766235,0.054994762,-0.024937729,0.434220475,0.513600305,0.568000436,-0.041905865,-0.001787597,0,0
