,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
15,3084.0,-0.309895824,0.036951178,1.173025198,-1.191504214,-0.170878891,-0.459642421,-2.355572029,-2.252088477,1.937008113,-0.9276175809999999,-0.383152649,0.886319766,-0.514434982,0.08628184800000001,1.298618467,-1.310757825,0.899042012,-0.38379957299999995,0.999275976,-0.602384629,2.41785425,-0.334626889,-1.767487728,0.234001085,0.320879359,0.283767104,0.396261531,0.290679727,19.9,0
16,3086.0,0.8307792079999999,-0.639287687,-0.472481143,0.173182084,-0.438581373,-1.02590075,0.583000207,-0.26178168,-0.306361239,0.004157209,1.316625872,0.40728813,-0.87065636,0.895535214,0.180708337,0.174878179,-0.355154359,-0.044426267,0.34127653399999996,0.352961519,0.13431672,-0.193578517,-0.292414901,0.413175055,0.407139585,1.030853054,-0.166864287,0.019429347,239.4,0
17,3086.0,-0.30252069,0.447473606,-0.49575748799999997,-3.214799282,2.705041053,2.762439585,0.593846555,0.556451026,0.6977195959999999,-1.0901809059999998,-0.111087964,0.062652347,-0.238457031,0.215738139,1.069355893,-0.255230525,-1.072084985,0.48511043200000004,0.271314885,0.156089011,0.007342803,0.250885695,-0.331599689,1.00995228,0.23373018,-0.824470557,0.24130521300000002,-0.020358638000000002,1.0,0
18,3087.0,-0.589874888,0.8438420190000001,1.6271605930000002,0.835992016,0.07009573200000001,0.47124115899999997,0.260609081,0.10706812800000001,0.225173607,-0.16313213599999998,-1.64441953,0.22639357,1.022838082,-0.621299238,0.181045647,-0.243605975,-0.34492174200000003,0.459456763,0.921299152,0.226800673,0.11540698199999999,0.688220394,-0.349234229,-0.517548369,0.115338815,-0.125213622,0.308157864,0.219196315,30.33,0
19,3088.0,-0.30252069,0.447473606,-0.49575748799999997,-3.214799282,2.705041053,2.762439585,0.593846555,0.556451026,0.6977195959999999,-1.0901809059999998,-0.111087964,0.062652347,-0.238457031,0.215738139,1.069355893,-0.255230525,-1.072084985,0.48511043200000004,0.271314885,0.156089011,0.007342803,0.250885695,-0.331599689,1.00995228,0.23373018,-0.824470557,0.24130521300000002,-0.020358638000000002,1.0,0
20,3090.0,-0.997330938,0.040239783,1.942635829,-0.625598423,-0.249134477,-0.662368973,0.307701773,0.060637532,0.363064971,-0.8030706809999999,-0.802563797,0.5724849470000001,0.7916084870000001,-0.681984978,-0.584240556,0.111674132,-0.323672244,-0.297222782,-0.40676764299999996,0.354144137,0.172737967,0.576809409,0.015422894,0.50129632,-0.088208469,0.984638784,0.26165572600000003,0.19392941,77.72,0
21,3090.0,-0.30252069,0.447473606,-0.49575748799999997,-3.214799282,2.705041053,2.762439585,0.593846555,0.556451026,0.6977195959999999,-1.0901809059999998,-0.111087964,0.062652347,-0.238457031,0.215738139,1.069355893,-0.255230525,-1.072084985,0.48511043200000004,0.271314885,0.156089011,0.007342803,0.250885695,-0.331599689,1.00995228,0.23373018,-0.824470557,0.24130521300000002,-0.020358638000000002,1.0,0
22,3092.0,-0.806342308,0.226673135,1.918478209,0.877424109,-0.14685816699999998,0.8752856790000001,0.199562502,0.275632889,0.506716559,0.239634455,0.45086702,-0.427840061,-2.104783348,0.006287218000000001,0.050952227,-0.452844071,-0.031251095,0.6356491089999999,0.641734192,0.069232784,0.142998591,0.830459451,-0.110960871,-0.320258743,-0.16114429800000002,-0.166050433,0.16614295,-0.02845227,69.64,0
23,3092.0,-0.768678105,0.8250543929999999,-0.694126165,-3.298491325,2.6005241359999998,2.908058625,0.309915149,-0.213293232,0.954486631,-0.7125776309999999,-0.09771759099999999,0.13332459,-0.262332105,0.173120775,1.066290413,-0.271470896,-1.0169410220000001,0.483746701,0.22451560899999998,0.12623654,0.743052264,-0.031905099,-0.203091522,0.9909459909999999,0.30455857199999997,-0.813822087,0.379557927,0.048122332999999996,1.0,0
24,3093.0,0.986390551,-0.711392861,1.0314729009999999,0.259056152,-1.3415349570000001,-0.416233814,-0.53146511,0.011420607,1.07543276,-0.44497006100000003,-0.645873481,0.469118435,0.108709321,-0.42601433200000005,0.30950470199999996,0.178170528,-0.07391645599999999,-0.366531902,0.195674307,0.181173565,-0.045849477,-0.209548898,-0.045508395,0.475271631,0.069648877,0.97737102,-0.056607301,0.037271787,128.26,0
25,3094.0,-0.612025728,0.9387882790000001,1.354406648,0.95505924,-0.523281372,0.191453514,1.018193738,-0.042082317,-0.317348848,-0.094602923,-0.415341445,-0.631570758,-1.089786407,0.411002498,1.5177235530000002,-0.252553148,0.038533197000000005,-0.41248785,0.129544974,-0.226131917,-0.146280705,-0.41153550200000005,0.209931898,0.0053529319999999995,-0.776464078,-0.6679281539999999,0.019673943,0.116948613,130.2,0
26,3094.0,-0.30252069,0.447473606,-0.49575748799999997,-3.214799282,2.705041053,2.762439585,0.593846555,0.556451026,0.6977195959999999,-1.0901809059999998,-0.111087964,0.062652347,-0.238457031,0.215738139,1.069355893,-0.255230525,-1.072084985,0.48511043200000004,0.271314885,0.156089011,0.007342803,0.250885695,-0.331599689,1.00995228,0.23373018,-0.824470557,0.24130521300000002,-0.020358638000000002,1.0,0
27,3096.0,-0.30252069,0.447473606,-0.49575748799999997,-3.214799282,2.705041053,2.762439585,0.593846555,0.556451026,0.6977195959999999,-1.0901809059999998,-0.111087964,0.062652347,-0.238457031,0.215738139,1.069355893,-0.255230525,-1.072084985,0.48511043200000004,0.271314885,0.156089011,0.007342803,0.250885695,-0.331599689,1.00995228,0.23373018,-0.824470557,0.24130521300000002,-0.020358638000000002,1.0,0
28,3096.0,-0.249963858,-0.371521414,1.410132495,-1.126918826,-1.219167428,0.878292678,-0.49325845100000004,0.146646295,-0.7844973479999999,0.740513256,0.297642265,-0.476349187,0.8783563240000001,-0.7310422659999999,0.8159831209999999,1.943135864,-0.565119899,0.43080563299999997,1.5655825140000001,0.147753002,0.499964928,1.4726498959999998,-0.040343579,-0.785060942,-0.36156567700000003,-0.005049487,-0.075794216,0.026576262000000003,119.0,0
29,3098.0,-0.561701301,0.690610475,0.35570753,-0.14792055,-0.10516320900000001,-0.480061885,0.272704192,0.18123536399999998,-0.535505872,-0.450621282,-1.0239270109999998,0.47724435299999995,1.709469301,0.083852065,1.094890904,0.28375801,-0.34238587,-0.008685191,0.999567361,-0.01378357,0.077869287,0.250102483,0.19716546100000001,-0.353478148,-0.287779927,1.069804763,-0.20690009899999998,-0.085662216,50.0,0
30,3098.0,-0.30252069,0.447473606,-0.49575748799999997,-3.214799282,2.705041053,2.762439585,0.593846555,0.556451026,0.6977195959999999,-1.0901809059999998,-0.111087964,0.062652347,-0.238457031,0.215738139,1.069355893,-0.255230525,-1.072084985,0.48511043200000004,0.271314885,0.156089011,0.007342803,0.250885695,-0.331599689,1.00995228,0.23373018,-0.824470557,0.24130521300000002,-0.020358638000000002,1.0,0
31,3100.0,-0.30252069,0.447473606,-0.49575748799999997,-3.214799282,2.705041053,2.762439585,0.593846555,0.556451026,0.6977195959999999,-1.0901809059999998,-0.111087964,0.062652347,-0.238457031,0.215738139,1.069355893,-0.255230525,-1.072084985,0.48511043200000004,0.271314885,0.156089011,0.007342803,0.250885695,-0.331599689,1.00995228,0.23373018,-0.824470557,0.24130521300000002,-0.020358638000000002,1.0,0
32,3102.0,1.232389947,0.12201019999999999,0.157351664,0.26190552699999997,0.158523154,0.27302215,-0.14316911400000001,0.13866432,-0.146804649,0.06312525,0.9476751290000001,0.817929828,0.25709315,0.434193303,0.654575703,0.45253739299999995,-0.690387203,-0.21403082399999998,0.124559646,-0.093450672,-0.23361796399999998,-0.677894355,0.052511287999999996,-0.816368942,0.22155295100000003,0.158446154,-0.018117842,-0.0031679959999999997,1.79,0
33,3102.0,-0.912540635,0.9263851259999999,1.894614105,0.55221895,0.097419819,-0.165987937,0.981897496,-0.31922606,-0.242966967,0.048402735,1.226936901,1.209262321,0.442707243,-0.362717146,-1.173774577,-0.48914051799999997,-0.36276552100000004,-0.070495077,0.478121908,-0.106438134,-0.071637399,0.072628435,-0.27652811,0.555550061,-0.022486245,-0.599783275,-0.38239594600000004,-0.116393565,50.58,0
34,3102.0,1.374526095,-0.276224725,-1.6182525540000001,-2.0507327969999998,1.992834169,2.783483377,-0.40415473799999996,0.664086485,0.908885125,-0.862545653,0.075283868,0.437873281,-0.033413505,0.581933836,1.755131915,-0.331421072,-0.6811072779999999,0.42049316299999995,0.903587445,-0.0008284119999999999,-0.011326006999999999,-0.034132456,-0.17790964,1.0264540070000001,0.9629136620000001,-0.585949901,0.042339154000000004,0.011028035,1.0,0
35,3103.0,0.196913502,-2.239394574,0.271543567,-1.0246518409999998,-1.4154647759999999,0.530326702,-0.297932022,0.258209466,1.616697298,-1.264066877,1.70488826,1.4528058330000002,-0.24591072100000003,0.178025495,1.203550879,-0.707025063,0.25876831699999997,-0.100009094,0.06174434,0.8440355709999999,0.511655629,0.6503463389999999,-0.47990515899999997,-0.179995971,0.10575167099999999,0.160350085,-0.023560657000000002,0.090349076,491.98,0
36,3105.0,-1.043455767,0.9654234979999999,2.0367883890000003,1.429330174,0.534604692,0.683883075,-0.21785825399999997,-0.5677477879999999,-0.24481120899999997,0.068588834,-1.976885538,0.039960157999999996,0.785375926,-0.7523154120000001,-1.014065127,1.027254735,-1.0308312020000001,0.12151957699999999,-1.060263157,-0.38576249700000004,0.7345687240000001,-0.206837511,-0.14923283099999998,-0.581133885,-0.317830693,-0.213621383,0.106754189,0.165255066,0.0,0
37,3105.0,1.235560555,-0.355878426,-0.43004628,-0.500625761,1.468464519,3.7127119810000004,-1.148487493,1.006037576,0.44976946,-0.04517235,-0.153399218,0.044143308,0.21067165699999998,0.033033732999999996,1.600521558,1.024823414,-1.108092496,0.595049676,-0.096835694,0.074590368,0.02858758,-0.059220855999999995,-0.023264003999999998,1.033991242,0.34545183799999996,0.364364433,0.008946479,0.025317949,20.33,0
38,3105.0,-0.521761623,0.6261840120000001,-0.59923896,-3.2718265339999997,2.656584731,2.7473548310000004,0.584885138,0.5676608479999999,0.88721819,-0.7829582429999999,-0.08883749099999999,0.071575566,-0.23922246,0.145695679,1.083647615,-0.276754674,-1.080736187,0.46925859799999997,0.240659708,0.286653285,-0.021663684,0.22899701600000003,-0.319731021,1.00575856,0.28507188699999997,-0.8199920740000001,0.34615588,0.039701526,1.0,0
39,3105.0,1.337864119,-0.624672056,1.211881178,-0.313547649,-1.640600602,-0.80745059,-0.916989761,-0.130742673,-0.30106259,0.44312958799999996,-0.01812638,0.39395769799999997,1.187303754,-0.9309081290000001,-0.374747005,0.63318229,0.660230499,-1.554498097,0.45045053399999996,0.10381022599999999,0.315618673,1.119866159,-0.09254460699999999,1.013592201,0.566385317,-0.039432241,0.050658286,0.026060154,4.64,0
40,3106.0,-0.22855145899999998,0.99481839,1.3647721519999998,0.38491118399999996,0.275508384,-0.459349674,0.74303939,-0.050884219,-0.45796924,-0.449592614,-0.973818077,-0.278701888,-0.055133512999999995,0.21734297600000002,0.8810336670000001,0.30465733100000003,-0.656895636,0.021063456,0.053549467999999996,-0.063748957,-0.191336853,-0.61475861,-0.095959001,-0.20179059300000002,0.00045841800000000004,-0.637630009,0.046548253,0.030200243999999998,9.99,0
41,3107.0,-3.009602555,0.485146281,0.36874196,2.692699312,-0.137167374,-0.778953413,0.025673416,0.478560759,-1.00042855,0.808112098,-0.9978666840000001,-0.637161915,-0.787373553,0.796468086,0.8046314529999999,0.6903111690000001,-0.09087268400000001,-0.082381962,0.07412977400000001,-1.263844124,-0.22799929600000002,-0.240958433,0.825460596,0.35244152100000004,-0.406581929,-0.208159846,-0.744610102,0.332029063,44.57,0
42,3107.0,-0.30252069,0.447473606,-0.49575748799999997,-3.214799282,2.705041053,2.762439585,0.593846555,0.556451026,0.6977195959999999,-1.0901809059999998,-0.111087964,0.062652347,-0.238457031,0.215738139,1.069355893,-0.255230525,-1.072084985,0.48511043200000004,0.271314885,0.156089011,0.007342803,0.250885695,-0.331599689,1.00995228,0.23373018,-0.824470557,0.24130521300000002,-0.020358638000000002,1.0,0
43,3107.0,1.298612621,-0.166271654,0.18239929300000002,-1.336234363,-0.87464967,-1.749993013,0.09652978300000001,-0.34808370899999996,1.140601116,-1.040789722,0.24829890899999998,0.762112185,-0.039630699,0.40391729200000004,1.6144435380000002,-0.631714396,0.010361985,-0.45876224299999996,0.703565636,-0.085625047,-0.159846791,-0.375362629,0.065241062,0.7338306720000001,0.400751539,-0.200426568,-0.0053936209999999995,0.018316637,9.57,0
44,3108.0,-2.566384343,-2.0580400969999997,1.356938835,-0.741093705,-0.066437791,0.602383745,0.900716381,-0.13687637800000002,1.0834862109999999,-0.755587705,-1.4845084219999998,-0.476526365,-0.355483063,-0.808512448,0.224094121,0.511067753,-0.595735298,-0.381372101,-0.37913167799999997,-0.13598010800000002,-0.30032002,-0.21591443600000002,-0.205009091,-0.80747176,-0.06534013400000001,0.931255012,0.45263507700000005,-0.31405996,500.0,0
45,3110.0,-0.45013195100000003,0.468356025,1.3232885540000001,-1.42354769,0.03294682,-0.169764468,0.21838365,0.349357045,0.088513845,-0.48736037600000004,0.9170055690000001,-0.120590369,-1.51547907,0.41686566700000005,0.254081987,0.717821357,-0.7000433340000001,-0.038699039,-0.6955906620000001,-0.091860014,-0.06454963400000001,-0.214800552,-0.030035281,-0.307491279,-0.36285479600000003,0.760349719,0.17847831399999997,0.047415001,1.54,0
46,3110.0,1.116050252,0.354819024,-0.014955648,2.15459652,0.6746644620000001,0.711815449,0.19726001199999998,0.06251462599999999,-0.746145944,0.600869479,-1.47406271,-0.282504437,0.558450781,0.22632342600000002,0.835761765,0.8118341509999999,-0.86634441,-0.476965046,-0.7786330840000001,0.016343738,-0.21784904300000002,-0.7930777309999999,-0.11101540900000001,-1.364367668,0.43606121200000003,-0.08967064300000001,-0.008446985,0.020286499,71.45,0
47,3110.0,1.127467017,0.084612157,0.37394004700000005,1.48049368,-0.419967692,-0.6449977170000001,0.164950931,-0.13393237800000002,0.37075125600000003,-0.084311408,-0.8526604940000001,0.161003651,-0.635880302,0.152600224,-0.28179423800000003,-0.398669371,0.015010406,-0.45365450399999996,-0.01705726,-0.107668234,-0.110682893,-0.237371315,-0.122424536,0.38830534200000005,0.703430036,-0.34483727299999994,0.012036507,0.025504474,50.03,0
48,3111.0,-0.017999766,-2.2539982530000002,0.601939079,0.8225449440000001,-1.86675709,-0.31924200199999997,0.265220092,-0.19687328399999998,0.928233403,-0.778757067,-0.289064906,1.346128953,1.226409565,-0.6327425870000001,-0.379457735,-0.189139138,0.21331956300000002,-0.764568373,0.135059132,1.261260147,0.179990432,-0.584407041,-0.444405405,0.863356487,-0.096089504,0.851263283,-0.14355829,0.129116438,633.49,0
49,3111.0,1.404033465,-0.5834868329999999,0.37785114700000005,-0.626462396,-1.214537012,-1.113862132,-0.6115774270000001,-0.136256577,-0.530808939,0.682156454,-0.543624256,-1.5045020359999999,-1.529005736,0.19125414100000002,0.910251635,1.184825559,0.35194243700000005,-1.172238845,0.527633673,-0.030246637000000003,0.128734307,0.20721678100000002,-0.027507622000000002,0.371180999,0.438655064,-0.202819373,-0.007738913,0.012888803,15.0,0
50,3111.0,-1.176573074,-0.869236751,2.366839991,-1.894830829,-0.30139635800000003,-0.9304687290000001,-0.494827047,0.11777498800000001,-1.076538791,-0.263170444,-0.07292655,0.280638425,1.1238227459999999,-0.444681667,0.809912175,-1.082536765,-0.116593155,0.598903454,-1.945640812,-0.155471886,-0.18228090100000002,-0.372664815,0.272804548,0.42873972,-0.46748607700000006,1.0671685690000001,-0.012176565,0.11448958,51.76,0
51,3111.0,-1.415097251,0.370428483,0.751164284,-1.131701802,-1.114302954,-0.636017006,1.392411019,0.331320591,-0.7632970240000001,-1.01483868,1.285936032,0.8699573559999999,0.016197857,0.626019573,-0.448718456,0.718762252,-0.611631877,-0.02679092,-0.412687586,0.52300674,0.092916162,-0.339968017,0.6651098320000001,0.529558077,-0.238230794,0.619050605,0.021733487000000003,0.122746655,279.9,0
52,3113.0,-0.810678135,0.813069225,2.6315369680000003,0.7064904890000001,-0.171555452,0.513207094,0.248416291,0.08425544300000001,-0.045904609000000006,0.143382246,0.855191989,0.697237585,0.398624207,-0.463166535,0.171214353,0.052995176,-0.599398974,0.816008147,0.931853073,0.29307911600000003,-0.018094903,0.303059693,-0.358700133,0.023951159,0.268526964,-0.302014902,0.080237882,-0.082109075,23.67,0
53,3113.0,1.048210003,0.06583246799999999,0.352576561,1.435181345,-0.143466461,-0.141364532,0.19675008300000002,-0.071180984,0.17624687,-0.17378011,-0.41451671700000003,0.909708092,0.5896601029999999,-0.061805824,-0.164228891,-0.748449415,0.224823141,-1.052890002,-0.39185897700000005,-0.021330524,-0.056928415,-0.030235118999999998,-0.123895904,0.117414719,0.664990554,-0.32165284899999996,0.033067418,0.028118638999999997,69.0,0
54,3118.0,-1.01109197,-0.657037906,1.136413222,-2.8063151580000003,-0.649333353,-1.142587822,0.646173191,-0.560092488,2.44585007,-1.593874129,-0.36892032799999996,1.1076190209999999,0.831216686,-0.82375105,0.8627563709999999,-0.753173297,-0.5781615210000001,0.34992867,0.444468746,-0.6012676379999999,0.155092515,1.455869563,0.41719370200000006,0.46964168799999995,-0.692511326,-1.0238661359999999,0.042332175,-0.134032894,93.14,0
55,3120.0,1.189641261,0.034085035,0.663704773,0.215393229,-0.797305631,-1.2160257540000001,0.025329315,-0.247025726,0.144090567,-0.223990883,0.206065007,0.711326921,0.6613889270000001,0.125739463,1.085112083,0.243203975,-0.27358606,-0.798063007,-0.049504849000000004,0.016493496,-0.276781542,-0.868993327,0.20653806,0.747662472,-0.00017941,0.448633711,-0.060855352,0.024950978,35.7,0
56,3120.0,1.248387168,-0.091205861,0.303811404,-0.104753038,-0.526679304,-0.707098854,-0.163463034,-0.041176969,0.399963613,-0.20657378199999998,-0.169018589,-0.24075564300000002,-0.925811814,0.465588971,1.499285913,0.011356943000000001,0.03239677,-0.8223837509999999,-0.281580696,-0.158506918,-0.091895014,-0.269220451,0.084743135,0.11946054,0.132489125,0.992820783,-0.074608128,-0.001263596,6.07,0
57,3121.0,1.292088792,0.236557236,0.071133961,0.32028171899999996,0.282771951,0.086503045,0.016469017,-0.047239443,-0.011876803,-0.131951522,-0.777233333,0.549584596,1.294434503,0.042643539,1.269230282,0.272527291,-0.5662975720000001,-0.755489868,-0.09391050699999999,-0.040990912000000004,-0.288744369,-0.752383384,0.029499499,-0.942518388,0.310272807,0.18559240800000001,-0.008402142,0.006751946,0.89,0
58,3121.0,-0.549589616,0.682196934,-0.917987308,-1.720075789,1.311642641,4.435020893,-2.6761902930000003,-4.329369076,-0.478737032,-1.6253446000000003,-0.253054991,0.47366566200000004,-0.430330996,1.000762048,0.8570246659999999,1.5203418690000001,-0.927682417,0.012869743000000001,-0.8037866840000001,1.287889277,-2.7948000389999996,-0.300783511,0.08243199400000001,1.007881523,0.666362662,0.7300659979999999,-0.096803214,0.121535658,92.39,0
59,3122.0,-0.319130381,0.609766174,0.627881383,-2.421354247,0.772905117,-0.518734221,1.0265015579999999,-0.20492873,0.697525025,-0.9707003120000001,0.264529168,0.37460704899999997,-0.38499828700000005,0.263655497,0.300080371,-0.030701916,-1.22896259,0.9538701190000001,0.630054621,0.060544827,0.032087933,0.428637719,-0.44930040200000004,-0.84002011,0.189073844,-0.783550567,0.231636785,-0.036315397,1.0,0
60,3122.0,-0.29908726199999996,0.695751479,0.7523368029999999,-2.2317597769999997,0.587438381,-1.0229362709999998,1.161317423,-0.393877779,0.8792902090000001,-1.150787933,-1.077912588,-0.011019945,0.008064296,0.013948394,0.936366018,-0.34009295700000003,-0.8796986640000001,0.306418818,0.21424748100000002,0.06226367,0.006193786,0.406636449,-0.400640815,-0.447701489,0.187723787,-0.787686894,0.238277673,-0.022020283999999998,1.0,0
61,3123.0,-0.006170229,-2.428659847,-0.42269879899999996,0.21926205699999998,-1.240851302,-0.070823051,0.572864818,-0.16944766100000003,-1.50259066,0.538990086,1.555462469,0.8872732740000001,0.506656175,0.608405025,0.405334142,-1.298549513,-0.032852079,0.617010476,-0.94573541,0.8530685709999999,-0.375352736,-2.205352395,-0.231532827,-0.028084315,-0.384013098,-0.081452686,-0.139365974,0.12564615699999998,679.0,0
62,3123.0,1.337187415,-0.316711625,-0.077234737,-0.55521486,-0.7091690409999999,-1.5429009569999999,0.142798898,-0.529407603,-1.4059538919999999,0.620762104,0.318732132,0.286242351,1.559880485,-0.15145991,0.240680371,0.567156134,0.443135049,-1.881724401,0.48704935,0.243867227,0.257119919,0.642777787,-0.182896263,0.7975078320000001,0.7826002679999999,-0.11495469300000001,-0.027391277000000002,0.016479962,60.0,0
63,3125.0,-1.520062761,1.4470989509999999,1.902491809,-0.269102788,-0.241576266,0.056038545,0.22112617699999998,0.3052338,-0.50909488,0.08723435800000001,1.75367249,1.2400498309999999,0.8900056059999999,-0.005200091,0.47173700399999996,0.053777668,-0.324929064,-0.10189085099999999,-0.235451393,0.088616455,0.181656438,0.488270916,-0.22343466,0.27055000100000004,0.162424611,0.315639068,-0.556935184,-0.164739398,1.79,0
